customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,retention_score,segment,clv_pred,value_tier,retention_tier,marketing_segment
CM-12715,853,13,3984.4524,2014-03-07,1212,1,4,5,0,Yes,0.9358835816383362,Needs Attention,406.9368591308594,Low Value,High Retention,Low Value + High Retention
CP-12085,169,10,5278.326,2014-12-04,940,3,3,5,123.928,No,0.7937819957733154,Loyal Customers,970.71343994140625,High Value,Medium Retention,High Value + Medium Retention
CP-12340,68,14,5875.147,2014-03-17,1202,4,4,5,13.128,No,0.922099232673645,Loyal Customers,375.90496826171875,Low Value,High Retention,Low Value + High Retention
CR-12580,219,4,275.918,2016-04-18,439,2,1,1,1872.934,No,0.9759860634803772,Potential Loyalists,730.7777099609375,High Value,High Retention,High Value + High Retention
CR-12625,288,4,475.9,2014-06-01,1126,2,1,1,0,Yes,0.2999257445335388,At Risk,634.4332275390625,Medium Value,Low Retention,Medium Value + Low Retention
CR-12730,313,5,695.65,2014-08-20,1046,1,1,2,904.9,No,0.5232852697372437,Needs Attention,490.1878662109375,Low Value,Low Retention,Low Value + Low Retention
CR-12820,134,4,715.9624,2015-01-24,889,3,1,2,681.91,No,0.9412767887115479,Needs Attention,711.97821044921875,Medium Value,High Retention,Medium Value + High Retention
CS-11845,140,5,1095.364,2014-12-14,930,3,1,2,183.59,No,0.8745013475418091,Potential Loyalists,623.76519775390625,Medium Value,Medium Retention,Medium Value + Medium Retention
CS-11860,29,5,516.336,2014-05-02,1156,5,1,1,21.296,No,0.96828460693359375,Needs Attention,558.75482177734375,Medium Value,High Retention,Medium Value + High Retention
CS-11950,55,17,2894.953,2014-06-08,1119,4,5,4,141.594,No,0.9313700795173645,Champions,474.311767578125,Low Value,High Retention,Low Value + High Retention
CS-12130,307,7,884.64,2014-08-05,1061,2,2,2,0,Yes,0.23048153519630432,At Risk,573.6036376953125,Medium Value,Low Retention,Medium Value + Low Retention
CS-12175,50,8,844.4580000000001,2014-08-12,1054,4,2,2,0,Yes,0.3572729825973511,Needs Attention,680.3909912109375,Medium Value,Low Retention,Medium Value + Low Retention
CS-12250,159,22,2311.936,2014-01-13,1265,3,5,4,442.28,No,0.9165620803833008,Loyal Customers,553.99554443359375,Medium Value,Medium Retention,Medium Value + Medium Retention
CS-12355,15,15,2389.7,2014-08-15,1051,5,5,4,812.462,No,0.8240338563919067,Champions,514.59698486328125,Medium Value,Medium Retention,Medium Value + Medium Retention
CS-12400,85,9,3089.4185,2014-09-26,1009,4,3,4,562.44,No,0.901468813419342,Champions,825.39666748046875,High Value,Medium Retention,High Value + Medium Retention
CS-12490,242,9,1077.2285,2015-01-12,901,2,3,2,0,Yes,0.2419721484184265,Needs Attention,612.613525390625,Medium Value,Low Retention,Medium Value + Low Retention
CS-12505,218,8,5521.955,2014-03-26,1193,2,2,5,168.1,No,0.8879702687263489,Loyal Customers,695.442138671875,Medium Value,Medium Retention,Medium Value + Medium Retention
CT-11995,2,16,2963.668,2014-05-07,1151,5,5,4,278.23,No,0.6746989488601685,Loyal Customers,345.25567626953125,Low Value,Medium Retention,Low Value + Medium Retention
CV-12295,72,13,2830.628,2014-03-28,1191,4,4,4,0,Yes,0.5178462266921997,Potential Loyalists,579.6904296875,Medium Value,Low Retention,Medium Value + Low Retention
CV-12805,30,17,2316.5456,2016-05-09,418,5,5,4,53.768,No,0.8497483134269714,Champions,570.65618896484375,Medium Value,Medium Retention,Medium Value + Medium Retention
CW-11905,49,10,543.852,2014-06-09,1118,4,3,1,592.74,No,0.8720563054084778,Loyal Customers,497.4604187011719,Low Value,Medium Retention,Low Value + Medium Retention
CY-12745,301,7,1467.502,2014-12-12,932,2,2,3,1432.524,No,0.5511510968208313,Loyal Customers,794.652587890625,High Value,Low Retention,High Value + Low Retention
Co-12640,367,8,1300.076,2014-06-20,1107,1,2,2,0,Yes,0.41675010323524475,Needs Attention,399.52960205078125,Low Value,Low Retention,Low Value + Low Retention
DA-13450,170,8,156.76,2014-04-25,1163,3,2,1,0,Yes,0.6186660528182983,At Risk,358.4911193847656,Low Value,Low Retention,Low Value + Low Retention
DB-12910,92,9,1793.022,2014-10-24,981,4,3,3,378.577,No,0.8625115752220154,Loyal Customers,757.09893798828125,High Value,Medium Retention,High Value + Medium Retention
DB-12970,59,14,2839.2272,2014-11-12,962,4,4,4,0,Yes,0.8398499488830566,Potential Loyalists,741.31573486328125,High Value,Medium Retention,High Value + Medium Retention
DB-13060,125,8,3750.494,2014-03-01,1218,3,2,5,781.1519999999999,No,0.974976122379303,Champions,611.74432373046875,Medium Value,High Retention,Medium Value + High Retention
DB-13120,170,13,2962.534,2015-05-01,792,3,4,4,10.56,No,0.9405731558799744,Loyal Customers,676.0350341796875,Medium Value,High Retention,Medium Value + High Retention
DB-13210,213,13,1540.907,2015-03-22,832,2,4,3,791.6700000000001,No,0.7447066307067871,Champions,733.358154296875,High Value,Medium Retention,High Value + Medium Retention
DB-13270,12,11,3834.3830000000003,2014-02-04,1243,5,4,5,821.514,No,0.9762658476829529,Loyal Customers,433.809814453125,Low Value,High Retention,Low Value + High Retention
DB-13360,82,6,1081.466,2014-11-19,955,4,2,2,0,Yes,0.7491014003753662,Needs Attention,705.232421875,Medium Value,Medium Retention,Medium Value + Medium Retention
DB-13405,5,14,1711.692,2015-08-08,693,5,4,3,0,Yes,0.26761293411254883,Needs Attention,509.6885681152344,Medium Value,Low Retention,Medium Value + Low Retention
DB-13555,56,11,2882.5708,2014-04-21,1167,4,4,4,1026.232,No,0.4105195701122284,Potential Loyalists,579.6904296875,Medium Value,Low Retention,Medium Value + Low Retention
DB-13615,56,8,1880.846,2014-09-30,1005,4,2,3,108.20400000000001,No,0.8710578680038452,Loyal Customers,818.393310546875,High Value,Medium Retention,High Value + Medium Retention
DB-13660,98,6,257.426,2014-06-17,1110,4,2,1,897.7760000000001,No,0.9281684160232544,Loyal Customers,358.4911193847656,Low Value,High Retention,Low Value + High Retention
DC-12850,9,8,892.37,2014-07-05,1092,5,2,2,2443.7980000000002,No,0.858222484588623,Champions,551.33489990234375,Medium Value,Medium Retention,Medium Value + Medium Retention
DC-13285,233,5,784.572,2014-12-29,915,2,1,2,390.046,No,0.5629101991653442,Potential Loyalists,663.3131103515625,Medium Value,Low Retention,Medium Value + Low Retention
DD-13570,60,7,241.178,2014-03-31,1188,4,2,1,28.363999999999997,No,0.8712970018386841,Potential Loyalists,358.4911193847656,Low Value,Medium Retention,Low Value + Medium Retention
DE-13255,537,9,2550.874,2014-08-22,1044,1,3,4,0,Yes,0.4420795440673828,Needs Attention,759.39453125,High Value,Low Retention,High Value + Low Retention
DF-13135,518,6,2390.534,2014-10-04,1001,1,2,4,0,Yes,0.8915868401527405,Needs Attention,896.844482421875,High Value,Medium Retention,High Value + Medium Retention
DG-13300,313,6,1135.968,2014-11-01,973,1,2,2,2059.85,No,0.779920220375061,Loyal Customers,576.9381103515625,Medium Value,Medium Retention,Medium Value + Medium Retention
DH-13075,95,23,4932.872,2014-11-21,953,4,5,5,0,Yes,0.601617157459259,Potential Loyalists,792.0628662109375,High Value,Low Retention,High Value + Low Retention
DH-13675,594,11,1043.096,2014-08-12,1054,1,4,2,0,Yes,0.45295777916908264,Needs Attention,332.543701171875,Low Value,Low Retention,Low Value + Low Retention
DJ-13420,455,5,2012.52,2014-12-08,936,1,1,3,0,Yes,0.3938734531402588,Needs Attention,879.656494140625,High Value,Low Retention,High Value + Low Retention
DJ-13510,54,9,2332.2039999999997,2014-08-17,1049,4,3,4,169.484,No,0.534916877746582,Loyal Customers,754.21502685546875,High Value,Low Retention,High Value + Low Retention
DJ-13630,224,4,467.88,2015-12-14,565,2,1,1,2888.518,No,0.9203099608421326,Loyal Customers,730.7777099609375,High Value,Medium Retention,High Value + Medium Retention
DK-12835,68,18,1694.736,2014-03-26,1193,4,5,3,1561.7440000000001,No,0.9193071722984314,Champions,401.0401611328125,Low Value,Medium Retention,Low Value + Medium Retention
DK-12895,645,6,2660.6240000000003,2015-03-08,846,1,2,4,1621.552,No,0.8292248845100403,Loyal Customers,749.0474853515625,High Value,Medium Retention,High Value + Medium Retention
DK-12985,57,5,1383.72,2014-11-24,950,4,1,3,303.32,No,0.7149883508682251,Potential Loyalists,761.9124755859375,High Value,Medium Retention,High Value + Medium Retention
DK-13090,130,7,1440.015,2015-03-02,852,3,2,3,1210.5420000000001,No,0.6771531701087952,Loyal Customers,680.44525146484375,Medium Value,Medium Retention,Medium Value + Medium Retention
DK-13150,939,2,433.56,2014-12-05,939,1,1,1,364.272,No,0.5977622866630554,Potential Loyalists,773.8203125,High Value,Low Retention,High Value + Low Retention
DK-13225,2,17,4788.93,2014-03-14,1205,5,5,5,13.464,No,0.845184326171875,Champions,366.55316162109375,Low Value,Medium Retention,Low Value + Medium Retention
DK-13375,344,17,2798.08,2014-09-07,1028,1,5,4,520.406,No,0.8840151429176331,Champions,468.7773742675781,Low Value,Medium Retention,Low Value + Medium Retention
DL-12865,163,13,1490.818,2014-06-29,1098,3,4,3,12.294,No,0.9720436334609985,Potential Loyalists,492.4958190917969,Low Value,High Retention,Low Value + High Retention
DL-12925,628,11,3196.3,2014-09-09,1026,1,4,4,75.9,No,0.838360071182251,Loyal Customers,666.583740234375,Medium Value,Medium Retention,Medium Value + Medium Retention
DL-13315,179,12,975.6080000000001,2014-01-16,1262,3,4,2,482.65,No,0.8050696849822998,Loyal Customers,801.34124755859375,High Value,Medium Retention,High Value + Medium Retention
DL-13330,246,7,543.65,2014-06-23,1104,2,2,1,41.37,No,0.8025949597358704,Needs Attention,535.6256103515625,Medium Value,Medium Retention,Medium Value + Medium Retention
DL-13495,62,8,1478.44,2015-12-25,554,4,2,3,2060.882,No,0.9734781384468079,Loyal Customers,650.13446044921875,Medium Value,High Retention,Medium Value + High Retention
DM-12955,275,8,1240.466,2014-09-30,1005,2,2,2,81.568,No,0.7799302935600281,Potential Loyalists,660.596435546875,Medium Value,Medium Retention,Medium Value + Medium Retention
DM-13015,299,14,4838.994,2014-09-14,1021,2,4,5,1506.1090000000002,No,0.8167628049850464,Loyal Customers,815.5152587890625,High Value,Medium Retention,High Value + Medium Retention
DM-13345,84,9,3830.888,2014-11-03,971,4,3,5,243.584,No,0.9880335330963135,Champions,859.31964111328125,High Value,High Retention,High Value + High Retention
DM-13525,299,10,1376.792,2014-07-05,1092,2,3,3,0,Yes,0.809990406036377,Needs Attention,579.8265380859375,Medium Value,Medium Retention,Medium Value + Medium Retention
DN-13690,35,11,2139.79,2014-09-20,1015,5,4,3,0,Yes,0.19907422363758087,Potential Loyalists,830.37066650390625,High Value,Low Retention,High Value + Low Retention
DO-13435,5,12,1197.3115,2014-10-03,1002,5,4,2,102.72,No,0.7711118459701538,Potential Loyalists,493.3750305175781,Low Value,Medium Retention,Low Value + Medium Retention
DO-13645,602,1,76.64,2015-11-07,602,1,1,1,1190.676,No,0.9653698205947876,Potential Loyalists,578.5462646484375,Medium Value,High Retention,Medium Value + High Retention
DP-13000,48,16,985.676,2014-01-03,1275,4,5,2,64.96,No,0.6837670207023621,Potential Loyalists,1120.78515625,High Value,Medium Retention,High Value + Medium Retention
DP-13105,79,9,1971.1200000000001,2015-08-22,679,4,3,3,243.882,No,0.7744415402412415,Loyal Customers,676.0350341796875,Medium Value,Medium Retention,Medium Value + Medium Retention
DP-13165,630,4,1058.616,2014-12-02,942,1,1,2,0,Yes,0.18331241607666016,Needs Attention,721.382568359375,Medium Value,Low Retention,Medium Value + Low Retention
DP-13390,176,14,5480.723999999999,2014-07-05,1092,3,4,5,0,Yes,0.9815272688865662,Loyal Customers,574.69598388671875,Medium Value,High Retention,Medium Value + High Retention
DR-12880,2,14,3378.606,2015-09-25,645,5,4,5,3149.428,No,0.8082347512245178,Champions,577.98626708984375,Medium Value,Medium Retention,Medium Value + Medium Retention
DR-12940,214,11,7861.838,2014-03-28,1191,2,4,5,489.03,No,0.7486333847045898,Champions,634.147705078125,Medium Value,Medium Retention,Medium Value + Medium Retention
DS-13030,88,13,1226.949,2014-07-09,1088,4,4,2,535.264,No,0.9682791233062744,Potential Loyalists,473.0038757324219,Low Value,High Retention,Low Value + High Retention
DS-13180,92,18,2862.7088000000003,2014-04-28,1160,4,5,4,19.104,No,0.7847970128059387,Champions,401.0401611328125,Low Value,Medium Retention,Low Value + Medium Retention
DV-13045,1,4,57.12,2016-06-12,384,5,1,1,1062.363,No,0.9412442445755005,Potential Loyalists,497.8587951660156,Low Value,High Retention,Low Value + High Retention
DV-13465,20,10,2321.324,2014-06-22,1105,5,3,4,1020.2629999999999,No,0.8237448930740356,Loyal Customers,652.962158203125,Medium Value,Medium Retention,Medium Value + Medium Retention
DW-13195,223,7,876.346,2014-01-18,1260,2,2,2,204.405,No,0.3312588930130005,Potential Loyalists,985.5994873046875,High Value,Low Retention,High Value + Low Retention
DW-13480,35,11,5271.628,2014-06-01,1126,5,4,5,0,Yes,0.605268120765686,Potential Loyalists,771.79779052734375,High Value,Low Retention,High Value + Low Retention
DW-13540,117,4,172.648,2016-02-27,490,3,1,1,171.432,No,0.9115544557571411,Needs Attention,553.6431884765625,Medium Value,Medium Retention,Medium Value + Medium Retention
DW-13585,60,10,1204.854,2014-08-24,1042,4,3,2,0,Yes,0.6810826659202576,Needs Attention,473.0038757324219,Low Value,Medium Retention,Low Value + Medium Retention
Dl-13600,23,5,740.53,2014-03-30,1189,5,1,2,15.072,No,0.9577533006668091,Needs Attention,495.722412109375,Low Value,High Retention,Low Value + High Retention
Dp-13240,16,13,3312.89,2014-05-26,1132,5,4,4,3885.871,No,0.9760885834693909,Champions,592.2037353515625,Medium Value,High Retention,Medium Value + High Retention
EA-14035,62,24,2791.889,2014-09-13,1022,4,5,4,54.816,No,0.8207412362098694,Loyal Customers,502.29278564453125,Low Value,Medium Retention,Low Value + Medium Retention
EB-13705,54,9,2679.286,2014-07-08,1089,4,3,4,965.692,No,0.829746425151825,Champions,754.21502685546875,High Value,Medium Retention,High Value + Medium Retention
EB-13750,76,17,2820.314,2015-03-12,842,4,5,4,416,No,0.8222542405128479,Champions,591.75994873046875,Medium Value,Medium Retention,Medium Value + Medium Retention
EB-13840,209,4,3714.6079999999997,2014-05-30,1128,2,1,5,643.52,No,0.9469717144966125,Loyal Customers,858.2327880859375,High Value,High Retention,High Value + High Retention
EB-13870,113,10,2765.311,2014-05-05,1153,3,3,4,1.908,No,0.774371325969696,Loyal Customers,579.6904296875,Medium Value,Medium Retention,Medium Value + Medium Retention
EB-13930,252,6,418.25600000000003,2014-02-02,1245,2,2,1,526.344,No,0.3837900459766388,Needs Attention,438.0874328613281,Low Value,Low Retention,Low Value + Low Retention
EB-13975,264,4,1608.631,2016-01-04,544,2,1,3,34.623999999999995,No,0.9739516973495483,Potential Loyalists,799.0848388671875,High Value,High Retention,High Value + High Retention
EB-14110,229,10,2812.598,2015-04-13,810,2,3,4,258.528,No,0.8861061930656433,Potential Loyalists,820.5531005859375,High Value,Medium Retention,High Value + Medium Retention
EB-14170,238,6,1175.51,2014-09-29,1006,2,2,2,10.816,No,0.9382319450378418,Potential Loyalists,660.596435546875,Medium Value,High Retention,Medium Value + High Retention
EC-14050,100,4,330.234,2014-12-17,927,4,1,1,131.68,No,0.24912959337234497,Needs Attention,775.0106201171875,High Value,Low Retention,High Value + Low Retention
ED-13885,132,9,3341.112,2014-08-09,1057,3,3,4,143.808,No,0.9587967991828918,Loyal Customers,749.24102783203125,High Value,High Retention,High Value + High Retention
EG-13900,92,7,1376.5159999999998,2015-11-02,607,4,2,3,455.504,No,0.9595714211463928,Loyal Customers,586.06976318359375,Medium Value,High Retention,Medium Value + High Retention
EH-13765,160,30,8952.396,2014-04-12,1176,3,5,5,1358.484,No,0.44263407588005066,Loyal Customers,405.35467529296875,Low Value,Low Retention,Low Value + Low Retention
EH-13945,35,17,684.1709999999999,2014-07-02,1095,5,5,2,0,Yes,0.6943303942680359,Potential Loyalists,357.0304260253906,Low Value,Medium Retention,Low Value + Medium Retention
EH-13990,223,8,825.9499999999999,2014-01-15,1263,2,2,2,0,Yes,0.4044130742549896,Needs Attention,902.18359375,High Value,Low Retention,High Value + Low Retention
EH-14005,27,6,717.428,2014-05-13,1145,5,2,2,502.10200000000003,No,0.9358773827552795,Loyal Customers,495.722412109375,Low Value,High Retention,Low Value + High Retention
EH-14125,10,17,3041.229,2014-10-19,986,5,5,4,41.424,No,0.8002892732620239,Loyal Customers,590.96173095703125,Medium Value,Medium Retention,Medium Value + Medium Retention
EH-14185,183,7,903.34,2014-05-22,1136,3,2,2,20.544,No,0.7594208121299744,Needs Attention,505.8664855957031,Medium Value,Medium Retention,Medium Value + Medium Retention
EJ-13720,120,8,2162.174,2014-01-27,1251,3,2,4,0,Yes,0.32102322578430176,Needs Attention,543.44659423828125,Medium Value,Low Retention,Medium Value + Low Retention
EJ-14155,48,6,2192.091,2014-03-03,1216,4,2,4,464.6,No,0.9067609906196594,Potential Loyalists,616.71832275390625,Medium Value,Medium Retention,Medium Value + Medium Retention
EK-13795,560,3,1280.118,2014-03-18,1201,1,1,2,23.36,No,0.7723006010055542,Potential Loyalists,293.85467529296875,Low Value,Medium Retention,Low Value + Medium Retention
EL-13735,435,1,86.62,2016-04-22,435,1,1,1,37.66,No,0.6103078126907349,Needs Attention,520.127685546875,Medium Value,Low Retention,Medium Value + Low Retention
EM-13810,484,6,2526.72,2015-06-07,755,1,2,4,40.29,No,0.7849221229553223,Potential Loyalists,703.813720703125,Medium Value,Medium Retention,Medium Value + Medium Retention
EM-13825,60,9,739.15,2014-12-02,942,4,3,2,1600.448,No,0.8203156590461731,Loyal Customers,633.34332275390625,Medium Value,Medium Retention,Medium Value + Medium Retention
EM-13960,551,5,747.164,2015-10-01,639,1,1,2,186.54,No,0.9230723977088928,Needs Attention,597.2462158203125,Medium Value,High Retention,Medium Value + High Retention
EM-14065,27,5,217.78,2014-07-22,1075,5,1,1,11.21,No,0.980612576007843,Needs Attention,533.01580810546875,Medium Value,High Retention,Medium Value + High Retention
EM-14095,236,9,975.922,2015-08-07,694,2,3,2,65.12,No,0.5886988639831543,Needs Attention,518.23809814453125,Medium Value,Low Retention,Medium Value + Low Retention
EM-14140,186,15,3616.356,2014-07-19,1078,3,5,5,972.08,No,0.9862042665481567,Loyal Customers,638.6790771484375,Medium Value,High Retention,Medium Value + High Retention
EM-14200,97,3,68.706,2015-12-20,559,4,1,1,298.116,No,0.9634974002838135,Needs Attention,553.6431884765625,Medium Value,High Retention,Medium Value + High Retention
EN-13780,105,9,2199.366,2015-05-30,763,3,3,4,0,Yes,0.5754839777946472,Needs Attention,676.0350341796875,Medium Value,Low Retention,Medium Value + Low Retention
EP-13915,120,18,4155.5428,2014-07-06,1091,3,5,5,1322.518,No,0.9830484390258789,Champions,621.12841796875,Medium Value,High Retention,Medium Value + High Retention
ER-13855,239,5,1245.788,2015-12-21,558,2,1,2,0,Yes,0.5447065234184265,Needs Attention,579.5323486328125,Medium Value,Low Retention,Medium Value + Low Retention
ES-14020,385,4,389.106,2014-09-20,1015,1,1,1,3121.352,No,0.2030489444732666,Loyal Customers,728.1834716796875,High Value,Low Retention,High Value + Low Retention
ES-14080,127,17,4391.392,2014-10-02,1003,3,5,5,266.532,No,0.9705020189285278,Champions,697.2840576171875,Medium Value,High Retention,Medium Value + High Retention
FA-14230,223,15,1618.574,2014-09-19,1016,2,5,3,1365.48,No,0.8543705344200134,Loyal Customers,696.6795654296875,Medium Value,Medium Retention,Medium Value + Medium Retention
FC-14245,117,9,3026.8379999999997,2015-06-13,749,3,3,4,391.904,No,0.9349558353424072,Loyal Customers,744.332763671875,High Value,High Retention,High Value + High Retention
FC-14335,2,10,3889.366,2014-10-10,995,5,3,5,0,Yes,0.5914918780326843,Potential Loyalists,708.75634765625,Medium Value,Low Retention,Medium Value + Low Retention
FG-14260,957,4,746.12,2014-05-21,1137,1,1,2,637.024,No,0.9564974308013916,Potential Loyalists,438.6009216308594,Low Value,High Retention,Low Value + High Retention
FH-14275,49,14,1646.1760000000002,2014-04-06,1182,4,4,3,2610.096,No,0.7500296831130981,Champions,542.40032958984375,Medium Value,Medium Retention,Medium Value + Medium Retention
FH-14350,30,14,2271.284,2015-08-23,678,5,4,4,0,Yes,0.3184579908847809,Needs Attention,638.7447509765625,Medium Value,Low Retention,Medium Value + Low Retention
FH-14365,212,7,6506.072,2014-10-20,985,2,2,5,481.124,No,0.91126549243927,Champions,872.8504638671875,High Value,Medium Retention,High Value + Medium Retention
FM-14215,63,14,2274.688,2014-03-11,1208,4,4,4,181.95,No,0.8320021033287048,Champions,371.5904846191406,Low Value,Medium Retention,Low Value + Medium Retention
FM-14290,190,7,1750.008,2014-08-26,1040,3,2,3,1986.19,No,0.8023690581321716,Champions,742.2376708984375,High Value,Medium Retention,High Value + Medium Retention
FM-14380,6,13,2443.274,2015-07-12,720,5,4,4,79.992,No,0.6738504767417908,Loyal Customers,620.25048828125,Medium Value,Medium Retention,Medium Value + Medium Retention
FO-14305,12,13,2634.086,2014-06-09,1118,5,4,4,44.352000000000004,No,0.9505026340484619,Loyal Customers,523.9061279296875,Medium Value,High Retention,Medium Value + High Retention
FP-14320,187,12,3664.4900000000002,2014-12-07,937,3,4,5,382.256,No,0.8406931757926941,Champions,920.17547607421875,High Value,Medium Retention,High Value + Medium Retention
FW-14395,180,3,79.75,2015-03-22,832,3,1,1,0,Yes,0.3356704115867615,At Risk,648.0186767578125,Medium Value,Low Retention,Medium Value + Low Retention
GA-14515,7,13,3819.906,2014-05-18,1140,5,4,5,99.87,No,0.9425927400588989,Loyal Customers,531.347900390625,Medium Value,High Retention,Medium Value + High Retention
GA-14725,111,13,894.13,2014-02-11,1236,3,4,2,504.252,No,0.8869721293449402,Loyal Customers,347.0339660644531,Low Value,Medium Retention,Low Value + Medium Retention
GB-14530,91,19,1521.48,2014-04-28,1160,4,5,3,46.96,No,0.924800455570221,Loyal Customers,313.8453369140625,Low Value,High Retention,Low Value + High Retention
GB-14575,154,15,4171.908,2015-06-12,750,3,5,5,544.38,No,0.9548684358596802,Loyal Customers,684.30865478515625,Medium Value,High Retention,Medium Value + High Retention
GD-14590,28,5,1884.214,2014-05-05,1153,5,1,3,3.856,No,0.9554793238639832,Potential Loyalists,714.25653076171875,Medium Value,High Retention,Medium Value + High Retention
GG-14650,69,16,1402.648,2014-10-31,974,4,5,3,821.352,No,0.9423193335533142,Loyal Customers,427.18914794921875,Low Value,High Retention,Low Value + High Retention
GH-14410,1,16,2219.482,2014-07-09,1088,5,5,4,599.985,No,0.8674801588058472,Loyal Customers,446.5084533691406,Low Value,Medium Retention,Low Value + Medium Retention
GH-14425,568,9,4061.056,2014-06-17,1110,1,3,5,111.79,No,0.9614272117614746,Potential Loyalists,446.67254638671875,Low Value,High Retention,Low Value + High Retention
GH-14485,205,3,1361.2440000000001,2015-10-08,632,2,1,3,0,Yes,0.2898782789707184,Needs Attention,735.0201416015625,High Value,Low Retention,High Value + Low Retention
GH-14665,592,1,40.92,2015-11-17,592,1,1,1,106.02080000000001,No,0.9258252382278442,Potential Loyalists,413.1833801269531,Low Value,High Retention,Low Value + High Retention
GK-14620,188,13,6487.414,2014-06-25,1102,3,4,5,9.856,No,0.9438347816467285,Loyal Customers,584.00506591796875,Medium Value,High Retention,Medium Value + High Retention
GM-14440,70,9,3376.9359999999997,2014-03-21,1198,4,3,5,205.88400000000001,No,0.9425355792045593,Loyal Customers,550.449951171875,Medium Value,High Retention,Medium Value + High Retention
GM-14455,438,6,1718.466,2014-04-11,1177,1,2,3,1360.1580000000001,No,0.9554758667945862,Loyal Customers,607.46923828125,Medium Value,High Retention,Medium Value + High Retention
GM-14500,370,10,879.7379999999999,2014-08-09,1057,1,3,2,375.944,No,0.6523708701133728,Potential Loyalists,512.3094482421875,Medium Value,Medium Retention,Medium Value + Medium Retention
GM-14680,273,10,2878.052,2014-05-10,1148,2,3,4,285.576,No,0.907360851764679,Potential Loyalists,629.8330078125,Medium Value,Medium Retention,Medium Value + Medium Retention
GM-14695,284,10,4727.6140000000005,2014-04-05,1183,2,3,5,1322.352,No,0.8338850736618042,Potential Loyalists,748.668701171875,High Value,Medium Retention,High Value + Medium Retention
GP-14740,583,5,236.53,2014-04-06,1182,1,1,1,0,Yes,0.5296503901481628,At Risk,218.03099060058594,Low Value,Low Retention,Low Value + Low Retention
GR-14560,953,5,1284.38,2014-11-19,955,1,1,2,0,Yes,0.2595587968826294,Needs Attention,622.5750732421875,Medium Value,Low Retention,Medium Value + Low Retention
GT-14635,604,4,1183.792,2014-06-06,1121,1,1,2,8167.419999999999,No,0.6124228835105896,Potential Loyalists,556.7559814453125,Medium Value,Low Retention,Medium Value + Low Retention
GT-14710,4,25,11721.776,2014-05-23,1135,5,5,5,98.344,No,0.8005037903785706,Champions,349.5701904296875,Low Value,Medium Retention,Low Value + Medium Retention
GT-14755,33,6,192.868,2015-02-18,864,5,2,1,33.568,No,0.9583145380020142,Needs Attention,622.48272705078125,Medium Value,High Retention,Medium Value + High Retention
GW-14605,253,7,1467.273,2014-03-01,1218,2,2,3,721.7460000000001,No,0.9173511862754822,Loyal Customers,506.39459228515625,Medium Value,Medium Retention,Medium Value + Medium Retention
GZ-14470,56,11,3827.62,2014-08-05,1061,4,4,5,527.53,No,0.9723021984100342,Champions,688.38519287109375,Medium Value,High Retention,Medium Value + High Retention
GZ-14545,21,3,442.32,2014-09-28,1007,5,1,1,2012.3020000000001,No,0.807843804359436,Needs Attention,834.97088623046875,High Value,Medium Retention,High Value + Medium Retention
HA-14905,284,6,1284.0439999999999,2014-06-30,1097,2,2,2,879.256,No,0.885326623916626,Potential Loyalists,584.4407958984375,Medium Value,Medium Retention,Medium Value + Medium Retention
HA-14920,261,15,2538.886,2014-10-11,994,2,5,4,45.272,No,0.9537177085876465,Loyal Customers,696.6795654296875,Medium Value,High Retention,Medium Value + High Retention
HD-14785,587,7,251.36,2014-05-11,1147,1,2,1,0,Yes,0.5565754771232605,At Risk,218.03099060058594,Low Value,Low Retention,Low Value + Low Retention
HE-14800,208,4,284.582,2016-01-30,518,2,1,1,598.95,No,0.9747937321662903,Potential Loyalists,730.7777099609375,High Value,High Retention,High Value + High Retention
HF-14995,216,17,2489.314,2014-05-26,1132,2,5,4,43.85,No,0.9141459465026855,Loyal Customers,451.18280029296875,Low Value,Medium Retention,Low Value + Medium Retention
HG-14845,103,5,403.08000000000004,2014-04-29,1159,3,1,1,382.548,No,0.4895063638687134,Needs Attention,485.4830017089844,Low Value,Low Retention,Low Value + Low Retention
HG-14965,92,14,1092.58,2014-09-20,1015,4,4,2,2155.062,No,0.7539949417114258,Champions,438.5975036621094,Low Value,Medium Retention,Low Value + Medium Retention
HG-15025,19,8,3382.1440000000002,2014-10-14,991,5,3,5,308.14,No,0.9662950038909912,Champions,898.66839599609375,High Value,High Retention,High Value + High Retention
HH-15010,1037,2,123.28,2014-08-29,1037,1,1,1,95.388,No,0.8795402646064758,Needs Attention,475.89422607421875,Low Value,Medium Retention,Low Value + Medium Retention
HJ-14875,218,5,304.38,2015-04-13,810,2,1,1,53.72,No,0.7105017304420471,Needs Attention,726.345458984375,High Value,Medium Retention,High Value + Medium Retention
HK-14890,28,14,4822.888,2014-06-10,1117,5,4,5,54.896,No,0.9632518887519836,Loyal Customers,661.23590087890625,Medium Value,High Retention,Medium Value + High Retention
HL-15040,271,9,2350.748,2014-01-20,1258,2,3,4,10522.55,No,0.8084629774093628,Loyal Customers,2007.74951171875,High Value,Medium Retention,High Value + Medium Retention
HM-14860,78,13,7752.7828,2014-07-21,1076,4,4,5,483.982,No,0.9641678929328918,Champions,685.25775146484375,Medium Value,High Retention,Medium Value + High Retention
