customer_id,recency,frequency,monetary,first_purchase,tenure_days,r_score,f_score,m_score,future_spend,is_churn,clv_pred,churn_prob,retention_score,segment,value_tier,retention_tier,marketing_segment,top_category,category_segment
DB-13120,170,13,2962.534,2015-05-01,792,3,4,4,10.56,No,795.0572509765625,0.059426844120025635,0.9405731558799744,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
DB-13210,213,13,1540.907,2015-03-22,832,2,4,3,791.6700000000001,No,800.9093017578125,0.2552933692932129,0.7447066307067871,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
DB-13270,12,11,3834.3830000000003,2014-02-04,1243,5,4,5,821.514,No,687.032958984375,0.02373415231704712,0.9762658476829529,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
DB-13360,82,6,1081.466,2014-11-19,955,4,2,2,0,Yes,937.47613525390625,0.2508985996246338,0.7491014003753662,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
DB-13405,5,14,1711.692,2015-08-08,693,5,4,3,0,Yes,715.92987060546875,0.7323870658874512,0.26761293411254883,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
DB-13555,56,11,2882.5708,2014-04-21,1167,4,4,4,1026.232,No,833.98931884765625,0.5894804298877716,0.4105195701122284,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
DB-13615,56,8,1880.846,2014-09-30,1005,4,2,3,108.20400000000001,No,972.10797119140625,0.12894213199615479,0.8710578680038452,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
DB-13660,98,6,257.426,2014-06-17,1110,4,2,1,897.7760000000001,No,759.960693359375,0.0718315839767456,0.9281684160232544,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
DC-12850,9,8,892.37,2014-07-05,1092,5,2,2,2443.7980000000002,No,805.45611572265625,0.14177751541137695,0.858222484588623,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
DC-13285,233,5,784.572,2014-12-29,915,2,1,2,390.046,No,732.136474609375,0.43708980083465576,0.5629101991653442,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
DD-13570,60,7,241.178,2014-03-31,1188,4,2,1,28.363999999999997,No,427.576904296875,0.12870299816131592,0.8712970018386841,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
DE-13255,537,9,2550.874,2014-08-22,1044,1,3,4,0,Yes,919.21533203125,0.5579204559326172,0.4420795440673828,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
DF-13135,518,6,2390.534,2014-10-04,1001,1,2,4,0,Yes,999.2623291015625,0.10841315984725952,0.8915868401527405,Needs Attention,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
DG-13300,313,6,1135.968,2014-11-01,973,1,2,2,2059.85,No,964.6304931640625,0.22007977962493896,0.779920220375061,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
DH-13075,95,23,4932.872,2014-11-21,953,4,5,5,0,Yes,862.444580078125,0.39838284254074097,0.601617157459259,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
DH-13675,594,11,1043.096,2014-08-12,1054,1,4,2,0,Yes,1260.238037109375,0.5470422208309174,0.45295777916908264,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
DJ-13420,455,5,2012.52,2014-12-08,936,1,1,3,0,Yes,999.2623291015625,0.6061265468597412,0.3938734531402588,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
DJ-13510,54,9,2332.2039999999997,2014-08-17,1049,4,3,4,169.484,No,932.54486083984375,0.46508312225341797,0.534916877746582,Loyal Customers,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
DJ-13630,224,4,467.88,2015-12-14,565,2,1,1,2888.518,No,783.3665771484375,0.07969003915786743,0.9203099608421326,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
DK-12835,68,18,1694.736,2014-03-26,1193,4,5,3,1561.7440000000001,No,710.75201416015625,0.0806928277015686,0.9193071722984314,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
DK-12895,645,6,2660.6240000000003,2015-03-08,846,1,2,4,1621.552,No,930.9658203125,0.17077511548995972,0.8292248845100403,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
DK-12985,57,5,1383.72,2014-11-24,950,4,1,3,303.32,No,937.47613525390625,0.2850116491317749,0.7149883508682251,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
DK-13090,130,7,1440.015,2015-03-02,852,3,2,3,1210.5420000000001,No,964.6304931640625,0.32284682989120483,0.6771531701087952,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
DK-13150,939,2,433.56,2014-12-05,939,1,1,1,364.272,No,681.95556640625,0.4022377133369446,0.5977622866630554,Potential Loyalists,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
DK-13225,2,17,4788.93,2014-03-14,1205,5,5,5,13.464,No,523.311767578125,0.154815673828125,0.845184326171875,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
DK-13375,344,17,2798.08,2014-09-07,1028,1,5,4,520.406,No,795.0572509765625,0.11598485708236694,0.8840151429176331,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
DL-12865,163,13,1490.818,2014-06-29,1098,3,4,3,12.294,No,761.34619140625,0.027956366539001465,0.9720436334609985,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
DL-12925,628,11,3196.3,2014-09-09,1026,1,4,4,75.9,No,930.9658203125,0.16163992881774902,0.838360071182251,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
DL-13315,179,12,975.6080000000001,2014-01-16,1262,3,4,2,482.65,No,1585.2987060546875,0.1949303150177002,0.8050696849822998,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
DL-13330,246,7,543.65,2014-06-23,1104,2,2,1,41.37,No,692.5733642578125,0.19740504026412964,0.8025949597358704,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
DL-13495,62,8,1478.44,2015-12-25,554,4,2,3,2060.882,No,937.47613525390625,0.02652186155319214,0.9734781384468079,Loyal Customers,High Value,High Retention,High Value + High Retention,Office Supplies,High Value + High Retention + Office Supplies
DM-12955,275,8,1240.466,2014-09-30,1005,2,2,2,81.568,No,964.6304931640625,0.22006970643997192,0.7799302935600281,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
DM-13015,299,14,4838.994,2014-09-14,1021,2,4,5,1506.1090000000002,No,795.0572509765625,0.1832371950149536,0.8167628049850464,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
DM-13345,84,9,3830.888,2014-11-03,971,4,3,5,243.584,No,1026.165771484375,0.011966466903686523,0.9880335330963135,Champions,High Value,High Retention,High Value + High Retention,Office Supplies,High Value + High Retention + Office Supplies
DM-13525,299,10,1376.792,2014-07-05,1092,2,3,3,0,Yes,925.0673828125,0.19000959396362305,0.809990406036377,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
DN-13690,35,11,2139.79,2014-09-20,1015,5,4,3,0,Yes,879.65106201171875,0.8009257763624191,0.19907422363758087,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
DO-13435,5,12,1197.3115,2014-10-03,1002,5,4,2,102.72,No,845.01922607421875,0.2288881540298462,0.7711118459701538,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
DO-13645,602,1,76.64,2015-11-07,602,1,1,1,1190.676,No,865.168701171875,0.0346301794052124,0.9653698205947876,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
DP-13000,48,16,985.676,2014-01-03,1275,4,5,2,64.96,No,754.9627685546875,0.31623297929763794,0.6837670207023621,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
DP-13105,79,9,1971.1200000000001,2015-08-22,679,4,3,3,243.882,No,972.10797119140625,0.22555845975875854,0.7744415402412415,Loyal Customers,High Value,Medium Retention,High Value + Medium Retention,Office Supplies,High Value + Medium Retention + Office Supplies
DP-13165,630,4,1058.616,2014-12-02,942,1,1,2,0,Yes,988.04791259765625,0.8166875839233398,0.18331241607666016,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
DP-13390,176,14,5480.723999999999,2014-07-05,1092,3,4,5,0,Yes,755.494140625,0.018472731113433838,0.9815272688865662,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
DR-12880,2,14,3378.606,2015-09-25,645,5,4,5,3149.428,No,675.44598388671875,0.19176524877548218,0.8082347512245178,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
DR-12940,214,11,7861.838,2014-03-28,1191,2,4,5,489.03,No,743.8541259765625,0.25136661529541016,0.7486333847045898,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
DS-13030,88,13,1226.949,2014-07-09,1088,4,4,2,535.264,No,828.7335205078125,0.031720876693725586,0.9682791233062744,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
DS-13180,92,18,2862.7088000000003,2014-04-28,1160,4,5,4,19.104,No,764.809814453125,0.21520298719406128,0.7847970128059387,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
DV-13045,1,4,57.12,2016-06-12,384,5,1,1,1062.363,No,483.98480224609375,0.05875575542449951,0.9412442445755005,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
DV-13465,20,10,2321.324,2014-06-22,1105,5,3,4,1020.2629999999999,No,840.08795166015625,0.17625510692596436,0.8237448930740356,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
DW-13195,223,7,876.346,2014-01-18,1260,2,2,2,204.405,No,1444.6666259765625,0.6687411069869995,0.3312588930130005,Potential Loyalists,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
DW-13480,35,11,5271.628,2014-06-01,1126,5,4,5,0,Yes,741.53240966796875,0.39473187923431396,0.605268120765686,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Furniture,Medium Value + Low Retention + Furniture
DW-13540,117,4,172.648,2016-02-27,490,3,1,1,171.432,No,670.9832763671875,0.08844554424285889,0.9115544557571411,Needs Attention,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
DW-13585,60,10,1204.854,2014-08-24,1042,4,3,2,0,Yes,897.91302490234375,0.31891733407974243,0.6810826659202576,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
Dl-13600,23,5,740.53,2014-03-30,1189,5,1,2,15.072,No,514.8905029296875,0.04224669933319092,0.9577533006668091,Needs Attention,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
Dp-13240,16,13,3312.89,2014-05-26,1132,5,4,4,3885.871,No,577.81121826171875,0.02391141653060913,0.9760885834693909,Champions,Low Value,High Retention,Low Value + High Retention,Technology,Low Value + High Retention + Technology
EA-14035,62,24,2791.889,2014-09-13,1022,4,5,4,54.816,No,767.90289306640625,0.17925876379013062,0.8207412362098694,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
EB-13705,54,9,2679.286,2014-07-08,1089,4,3,4,965.692,No,892.06097412109375,0.17025357484817505,0.829746425151825,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
EB-13750,76,17,2820.314,2015-03-12,842,4,5,4,416,No,767.90289306640625,0.1777457594871521,0.8222542405128479,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
EB-13840,209,4,3714.6079999999997,2014-05-30,1128,2,1,5,643.52,No,912.37371826171875,0.05302828550338745,0.9469717144966125,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
EB-13870,113,10,2765.311,2014-05-05,1153,3,3,4,1.908,No,928.531005859375,0.22562867403030396,0.774371325969696,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
EB-13930,252,6,418.25600000000003,2014-02-02,1245,2,2,1,526.344,No,580.0023193359375,0.6162099540233612,0.3837900459766388,Needs Attention,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
EB-13975,264,4,1608.631,2016-01-04,544,2,1,3,34.623999999999995,No,1050.492431640625,0.02604830265045166,0.9739516973495483,Potential Loyalists,High Value,High Retention,High Value + High Retention,Technology,High Value + High Retention + Technology
EB-14110,229,10,2812.598,2015-04-13,810,2,3,4,258.528,No,958.7784423828125,0.11389380693435669,0.8861061930656433,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
EB-14170,238,6,1175.51,2014-09-29,1006,2,2,2,10.816,No,964.6304931640625,0.0617680549621582,0.9382319450378418,Potential Loyalists,High Value,High Retention,High Value + High Retention,Office Supplies,High Value + High Retention + Office Supplies
EC-14050,100,4,330.234,2014-12-17,927,4,1,1,131.68,No,850.75390625,0.750870406627655,0.24912959337234497,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
ED-13885,132,9,3341.112,2014-08-09,1057,3,3,4,143.808,No,919.21533203125,0.041203200817108154,0.9587967991828918,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
EG-13900,92,7,1376.5159999999998,2015-11-02,607,4,2,3,455.504,No,1032.017822265625,0.04042857885360718,0.9595714211463928,Loyal Customers,High Value,High Retention,High Value + High Retention,Furniture,High Value + High Retention + Furniture
EH-13765,160,30,8952.396,2014-04-12,1176,3,5,5,1358.484,No,580.1329345703125,0.5573659241199493,0.44263407588005066,Loyal Customers,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
EH-13945,35,17,684.1709999999999,2014-07-02,1095,5,5,2,0,Yes,409.2407531738281,0.3056696057319641,0.6943303942680359,Potential Loyalists,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
EH-13990,223,8,825.9499999999999,2014-01-15,1263,2,2,2,0,Yes,1352.8048095703125,0.5955869257450104,0.4044130742549896,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
EH-14005,27,6,717.428,2014-05-13,1145,5,2,2,502.10200000000003,No,514.8905029296875,0.06412261724472046,0.9358773827552795,Loyal Customers,Low Value,High Retention,Low Value + High Retention,Office Supplies,Low Value + High Retention + Office Supplies
EH-14125,10,17,3041.229,2014-10-19,986,5,5,4,41.424,No,675.44598388671875,0.19971072673797607,0.8002892732620239,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Office Supplies,Low Value + Medium Retention + Office Supplies
EH-14185,183,7,903.34,2014-05-22,1136,3,2,2,20.544,No,866.9957275390625,0.24057918787002563,0.7594208121299744,Needs Attention,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
EJ-13720,120,8,2162.174,2014-01-27,1251,3,2,4,0,Yes,914.51544189453125,0.6789767742156982,0.32102322578430176,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
EJ-14155,48,6,2192.091,2014-03-03,1216,4,2,4,464.6,No,819.9737548828125,0.09323900938034058,0.9067609906196594,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
EK-13795,560,3,1280.118,2014-03-18,1201,1,1,2,23.36,No,863.726318359375,0.2276993989944458,0.7723006010055542,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Furniture,Medium Value + Medium Retention + Furniture
EL-13735,435,1,86.62,2016-04-22,435,1,1,1,37.66,No,529.99755859375,0.38969218730926514,0.6103078126907349,Needs Attention,Low Value,Low Retention,Low Value + Low Retention,Furniture,Low Value + Low Retention + Furniture
EM-13810,484,6,2526.72,2015-06-07,755,1,2,4,40.29,No,958.7784423828125,0.21507787704467773,0.7849221229553223,Potential Loyalists,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
EM-13825,60,9,739.15,2014-12-02,942,4,3,2,1600.448,No,704.982177734375,0.1796843409538269,0.8203156590461731,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
EM-13960,551,5,747.164,2015-10-01,639,1,1,2,186.54,No,732.136474609375,0.07692760229110718,0.9230723977088928,Needs Attention,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
EM-14065,27,5,217.78,2014-07-22,1075,5,1,1,11.21,No,393.19158935546875,0.019387423992156982,0.980612576007843,Needs Attention,Low Value,High Retention,Low Value + High Retention,Technology,Low Value + High Retention + Technology
EM-14095,236,9,975.922,2015-08-07,694,2,3,2,65.12,No,964.6304931640625,0.4113011360168457,0.5886988639831543,Needs Attention,High Value,Low Retention,High Value + Low Retention,Office Supplies,High Value + Low Retention + Office Supplies
EM-14140,186,15,3616.356,2014-07-19,1078,3,5,5,972.08,No,755.494140625,0.013795733451843262,0.9862042665481567,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
EM-14200,97,3,68.706,2015-12-20,559,4,1,1,298.116,No,670.9832763671875,0.03650259971618652,0.9634974002838135,Needs Attention,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
EN-13780,105,9,2199.366,2015-05-30,763,3,3,4,0,Yes,1066.6495361328125,0.4245160222053528,0.5754839777946472,Needs Attention,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
EP-13915,120,18,4155.5428,2014-07-06,1091,3,5,5,1322.518,No,822.8814697265625,0.016951560974121094,0.9830484390258789,Champions,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
ER-13855,239,5,1245.788,2015-12-21,558,2,1,2,0,Yes,964.6304931640625,0.4552934765815735,0.5447065234184265,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
ES-14020,385,4,389.106,2014-09-20,1015,1,1,1,3121.352,No,783.3665771484375,0.7969510555267334,0.2030489444732666,Loyal Customers,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
ES-14080,127,17,4391.392,2014-10-02,1003,3,5,5,266.532,No,795.0572509765625,0.029497981071472168,0.9705020189285278,Champions,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
FA-14230,223,15,1618.574,2014-09-19,1016,2,5,3,1365.48,No,835.5411376953125,0.14562946557998657,0.8543705344200134,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
FC-14245,117,9,3026.8379999999997,2015-06-13,749,3,3,4,391.904,No,1026.165771484375,0.06504416465759277,0.9349558353424072,Loyal Customers,High Value,High Retention,High Value + High Retention,Office Supplies,High Value + High Retention + Office Supplies
FC-14335,2,10,3889.366,2014-10-10,995,5,3,5,0,Yes,839.16717529296875,0.4085081219673157,0.5914918780326843,Potential Loyalists,Medium Value,Low Retention,Medium Value + Low Retention,Office Supplies,Medium Value + Low Retention + Office Supplies
FG-14260,957,4,746.12,2014-05-21,1137,1,1,2,637.024,No,657.919189453125,0.0435025691986084,0.9564974308013916,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Office Supplies,Low Value + High Retention + Office Supplies
FH-14275,49,14,1646.1760000000002,2014-04-06,1182,4,4,3,2610.096,No,710.75201416015625,0.24997031688690186,0.7500296831130981,Champions,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
FH-14350,30,14,2271.284,2015-08-23,678,5,4,4,0,Yes,715.92987060546875,0.6815420091152191,0.3184579908847809,Needs Attention,Medium Value,Low Retention,Medium Value + Low Retention,Technology,Medium Value + Low Retention + Technology
FH-14365,212,7,6506.072,2014-10-20,985,2,2,5,481.124,No,958.7784423828125,0.08873450756072998,0.91126549243927,Champions,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
FM-14215,63,14,2274.688,2014-03-11,1208,4,4,4,181.95,No,656.2525634765625,0.16799789667129517,0.8320021033287048,Champions,Low Value,Medium Retention,Low Value + Medium Retention,Furniture,Low Value + Medium Retention + Furniture
FM-14290,190,7,1750.008,2014-08-26,1040,3,2,3,1986.19,No,959.69921875,0.19763094186782837,0.8023690581321716,Champions,High Value,Medium Retention,High Value + Medium Retention,Technology,High Value + Medium Retention + Technology
FM-14380,6,13,2443.274,2015-07-12,720,5,4,4,79.992,No,675.44598388671875,0.32614952325820923,0.6738504767417908,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
FO-14305,12,13,2634.086,2014-06-09,1118,5,4,4,44.352000000000004,No,635.88287353515625,0.049497365951538086,0.9505026340484619,Loyal Customers,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
FP-14320,187,12,3664.4900000000002,2014-12-07,937,3,4,5,382.256,No,958.7784423828125,0.1593068242073059,0.8406931757926941,Champions,High Value,Medium Retention,High Value + Medium Retention,Furniture,High Value + Medium Retention + Furniture
FW-14395,180,3,79.75,2015-03-22,832,3,1,1,0,Yes,603.595947265625,0.6643295884132385,0.3356704115867615,At Risk,Low Value,Low Retention,Low Value + Low Retention,Technology,Low Value + Low Retention + Technology
GA-14515,7,13,3819.906,2014-05-18,1140,5,4,5,99.87,No,577.81121826171875,0.057407259941101074,0.9425927400588989,Loyal Customers,Low Value,High Retention,Low Value + High Retention,Technology,Low Value + High Retention + Technology
GA-14725,111,13,894.13,2014-02-11,1236,3,4,2,504.252,No,716.16241455078125,0.11302787065505981,0.8869721293449402,Loyal Customers,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
GB-14530,91,19,1521.48,2014-04-28,1160,4,5,3,46.96,No,770.661865234375,0.07519954442977905,0.924800455570221,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
GB-14575,154,15,4171.908,2015-06-12,750,3,5,5,544.38,No,795.0572509765625,0.045131564140319824,0.9548684358596802,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
GD-14590,28,5,1884.214,2014-05-05,1153,5,1,3,3.856,No,782.01629638671875,0.044520676136016846,0.9554793238639832,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
GG-14650,69,16,1402.648,2014-10-31,974,4,5,3,821.352,No,773.75494384765625,0.05768066644668579,0.9423193335533142,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
GH-14410,1,16,2219.482,2014-07-09,1088,5,5,4,599.985,No,676.36676025390625,0.13251984119415283,0.8674801588058472,Loyal Customers,Low Value,Medium Retention,Low Value + Medium Retention,Technology,Low Value + Medium Retention + Technology
GH-14425,568,9,4061.056,2014-06-17,1110,1,3,5,111.79,No,919.21533203125,0.03857278823852539,0.9614272117614746,Potential Loyalists,Medium Value,High Retention,Medium Value + High Retention,Office Supplies,Medium Value + High Retention + Office Supplies
GH-14485,205,3,1361.2440000000001,2015-10-08,632,2,1,3,0,Yes,1015.8605346679688,0.7101217210292816,0.2898782789707184,Needs Attention,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
GH-14665,592,1,40.92,2015-11-17,592,1,1,1,106.02080000000001,No,529.99755859375,0.07417476177215576,0.9258252382278442,Potential Loyalists,Low Value,High Retention,Low Value + High Retention,Furniture,Low Value + High Retention + Furniture
GK-14620,188,13,6487.414,2014-06-25,1102,3,4,5,9.856,No,755.494140625,0.056165218353271484,0.9438347816467285,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
GM-14440,70,9,3376.9359999999997,2014-03-21,1198,4,3,5,205.88400000000001,No,779.4898681640625,0.057464420795440674,0.9425355792045593,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Furniture,Medium Value + High Retention + Furniture
GM-14455,438,6,1718.466,2014-04-11,1177,1,2,3,1360.1580000000001,No,901.6275634765625,0.04452413320541382,0.9554758667945862,Loyal Customers,Medium Value,High Retention,Medium Value + High Retention,Technology,Medium Value + High Retention + Technology
GM-14500,370,10,879.7379999999999,2014-08-09,1057,1,3,2,375.944,No,925.0673828125,0.3476291298866272,0.6523708701133728,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
GM-14680,273,10,2878.052,2014-05-10,1148,2,3,4,285.576,No,861.1436767578125,0.09263914823532104,0.907360851764679,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Technology,Medium Value + Medium Retention + Technology
GM-14695,284,10,4727.6140000000005,2014-04-05,1183,2,3,5,1322.352,No,861.1436767578125,0.1661149263381958,0.8338850736618042,Potential Loyalists,Medium Value,Medium Retention,Medium Value + Medium Retention,Office Supplies,Medium Value + Medium Retention + Office Supplies
GP-14740,583,5,236.53,2014-04-06,1182,1,1,1,0,Yes,454.7311706542969,0.47034960985183716,0.5296503901481628,At Risk,Low Value,Low Retention,Low Value + Low Retention,Office Supplies,Low Value + Low Retention + Office Supplies
GR-14560,953,5,1284.38,2014-11-19,955,1,1,2,0,Yes,936.81787109375,0.7404412031173706,0.2595587968826294,Needs Attention,High Value,Low Retention,High Value + Low Retention,Furniture,High Value + Low Retention + Furniture
GT-14635,604,4,1183.792,2014-06-06,1121,1,1,2,8167.419999999999,No,1311.4681396484375,0.3875771164894104,0.6124228835105896,Potential Loyalists,High Value,Low Retention,High Value + Low Retention,Technology,High Value + Low Retention + Technology
