customer_id,recency,frequency,monetary,first_purchase,avg_order_value,tenure_days,r_score,f_score,m_score,future_spend,is_churn,segment,value_tier,engagement_tier,strategic_segment,top_category
CS-11860,29,5,516.336,2014-05-02,103.2672,1156,5,1,1,21.296,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
CS-11950,55,17,2894.953,2014-06-08,170.29135294117648,1119,4,5,4,141.594,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
CS-12130,307,7,884.64,2014-08-05,126.37714285714286,1061,2,2,2,0,Yes,At Risk,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
CS-12175,50,8,844.4580000000001,2014-08-12,105.55725000000001,1054,4,2,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
CS-12250,159,22,2311.936,2014-01-13,105.08800000000001,1265,3,5,4,442.28,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
CS-12355,15,15,2389.7,2014-08-15,159.31333333333333,1051,5,5,4,812.462,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
CS-12400,85,9,3089.4185,2014-09-26,343.2687222222222,1009,4,3,4,562.44,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
CS-12490,242,9,1077.2285,2015-01-12,119.69205555555556,901,2,3,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
CS-12505,218,8,5521.955,2014-03-26,690.244375,1193,2,2,5,168.1,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
CT-11995,2,16,2963.668,2014-05-07,185.22925,1151,5,5,4,278.23,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
CV-12295,72,13,2830.628,2014-03-28,217.74061538461538,1191,4,4,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
CV-12805,30,17,2316.5456,2016-05-09,136.2673882352941,418,5,5,4,53.768,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
CW-11905,49,10,543.852,2014-06-09,54.3852,1118,4,3,1,592.74,No,Loyal Customers,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
CY-12745,301,7,1467.502,2014-12-12,209.64314285714286,932,2,2,3,1432.524,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
Co-12640,367,8,1300.076,2014-06-20,162.5095,1107,1,2,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
DA-13450,170,8,156.76,2014-04-25,19.595,1163,3,2,1,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
DB-12910,92,9,1793.022,2014-10-24,199.22466666666665,981,4,3,3,378.577,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
DB-12970,59,14,2839.2272,2014-11-12,202.80194285714285,962,4,4,4,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
DB-13060,125,8,3750.494,2014-03-01,468.81175,1218,3,2,5,781.1519999999999,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
DB-13120,170,13,2962.534,2015-05-01,227.88723076923077,792,3,4,4,10.56,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
DB-13210,213,13,1540.907,2015-03-22,118.53130769230769,832,2,4,3,791.6700000000001,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Furniture
DB-13270,12,11,3834.3830000000003,2014-02-04,348.58027272727276,1243,5,4,5,821.514,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
DB-13360,82,6,1081.466,2014-11-19,180.24433333333332,955,4,2,2,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
DB-13405,5,14,1711.692,2015-08-08,122.26371428571429,693,5,4,3,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DB-13555,56,11,2882.5708,2014-04-21,262.0518909090909,1167,4,4,4,1026.232,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DB-13615,56,8,1880.846,2014-09-30,235.10575,1005,4,2,3,108.20400000000001,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DB-13660,98,6,257.426,2014-06-17,42.904333333333334,1110,4,2,1,897.7760000000001,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
DC-12850,9,8,892.37,2014-07-05,111.54625,1092,5,2,2,2443.7980000000002,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DC-13285,233,5,784.572,2014-12-29,156.9144,915,2,1,2,390.046,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
DD-13570,60,7,241.178,2014-03-31,34.454,1188,4,2,1,28.363999999999997,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
DE-13255,537,9,2550.874,2014-08-22,283.43044444444445,1044,1,3,4,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
DF-13135,518,6,2390.534,2014-10-04,398.42233333333337,1001,1,2,4,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
DG-13300,313,6,1135.968,2014-11-01,189.328,973,1,2,2,2059.85,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
DH-13075,95,23,4932.872,2014-11-21,214.4726956521739,953,4,5,5,0,Yes,Potential Loyalists,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
DH-13675,594,11,1043.096,2014-08-12,94.82690909090908,1054,1,4,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
DJ-13420,455,5,2012.52,2014-12-08,402.504,936,1,1,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
DJ-13510,54,9,2332.2039999999997,2014-08-17,259.13377777777777,1049,4,3,4,169.484,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
DJ-13630,224,4,467.88,2015-12-14,116.97,565,2,1,1,2888.518,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Office Supplies
DK-12835,68,18,1694.736,2014-03-26,94.152,1193,4,5,3,1561.7440000000001,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
DK-12895,645,6,2660.6240000000003,2015-03-08,443.43733333333336,846,1,2,4,1621.552,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
DK-12985,57,5,1383.72,2014-11-24,276.744,950,4,1,3,303.32,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
DK-13090,130,7,1440.015,2015-03-02,205.71642857142857,852,3,2,3,1210.5420000000001,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
DK-13150,939,2,433.56,2014-12-05,216.78,939,1,1,1,364.272,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Technology
DK-13225,2,17,4788.93,2014-03-14,281.70176470588234,1205,5,5,5,13.464,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
DK-13375,344,17,2798.08,2014-09-07,164.5929411764706,1028,1,5,4,520.406,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
DL-12865,163,13,1490.818,2014-06-29,114.6783076923077,1098,3,4,3,12.294,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
DL-12925,628,11,3196.3,2014-09-09,290.57272727272726,1026,1,4,4,75.9,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
DL-13315,179,12,975.6080000000001,2014-01-16,81.30066666666667,1262,3,4,2,482.65,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
DL-13330,246,7,543.65,2014-06-23,77.66428571428571,1104,2,2,1,41.37,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
DL-13495,62,8,1478.44,2015-12-25,184.805,554,4,2,3,2060.882,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DM-12955,275,8,1240.466,2014-09-30,155.05825,1005,2,2,2,81.568,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
DM-13015,299,14,4838.994,2014-09-14,345.6424285714286,1021,2,4,5,1506.1090000000002,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
DM-13345,84,9,3830.888,2014-11-03,425.6542222222222,971,4,3,5,243.584,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
DM-13525,299,10,1376.792,2014-07-05,137.6792,1092,2,3,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
DN-13690,35,11,2139.79,2014-09-20,194.52636363636364,1015,5,4,3,0,Yes,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
DO-13435,5,12,1197.3115,2014-10-03,99.77595833333334,1002,5,4,2,102.72,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DO-13645,602,1,76.64,2015-11-07,76.64,602,1,1,1,1190.676,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Furniture
DP-13000,48,16,985.676,2014-01-03,61.60475,1275,4,5,2,64.96,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DP-13105,79,9,1971.1200000000001,2015-08-22,219.01333333333335,679,4,3,3,243.882,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DP-13165,630,4,1058.616,2014-12-02,264.654,942,1,1,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
DP-13390,176,14,5480.723999999999,2014-07-05,391.4802857142857,1092,3,4,5,0,Yes,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
DR-12880,2,14,3378.606,2015-09-25,241.329,645,5,4,5,3149.428,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
DR-12940,214,11,7861.838,2014-03-28,714.7125454545454,1191,2,4,5,489.03,No,Champions,High Value,Inactive,High Value - Inactive,Technology
DS-13030,88,13,1226.949,2014-07-09,94.38069230769231,1088,4,4,2,535.264,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
DS-13180,92,18,2862.7088000000003,2014-04-28,159.0393777777778,1160,4,5,4,19.104,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
DV-13045,1,4,57.12,2016-06-12,14.28,384,5,1,1,1062.363,No,Potential Loyalists,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
DV-13465,20,10,2321.324,2014-06-22,232.13240000000002,1105,5,3,4,1020.2629999999999,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
DW-13195,223,7,876.346,2014-01-18,125.19228571428572,1260,2,2,2,204.405,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
DW-13480,35,11,5271.628,2014-06-01,479.2389090909091,1126,5,4,5,0,Yes,Potential Loyalists,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
DW-13540,117,4,172.648,2016-02-27,43.162,490,3,1,1,171.432,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
DW-13585,60,10,1204.854,2014-08-24,120.4854,1042,4,3,2,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
Dl-13600,23,5,740.53,2014-03-30,148.106,1189,5,1,2,15.072,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
Dp-13240,16,13,3312.89,2014-05-26,254.83769230769232,1132,5,4,4,3885.871,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
EA-14035,62,24,2791.889,2014-09-13,116.32870833333332,1022,4,5,4,54.816,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
EB-13705,54,9,2679.286,2014-07-08,297.6984444444445,1089,4,3,4,965.692,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
EB-13750,76,17,2820.314,2015-03-12,165.90082352941175,842,4,5,4,416,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
EB-13840,209,4,3714.6079999999997,2014-05-30,928.6519999999999,1128,2,1,5,643.52,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
EB-13870,113,10,2765.311,2014-05-05,276.53110000000004,1153,3,3,4,1.908,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
EB-13930,252,6,418.25600000000003,2014-02-02,69.70933333333333,1245,2,2,1,526.344,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
EB-13975,264,4,1608.631,2016-01-04,402.15775,544,2,1,3,34.623999999999995,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
EB-14110,229,10,2812.598,2015-04-13,281.25980000000004,810,2,3,4,258.528,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
EB-14170,238,6,1175.51,2014-09-29,195.91833333333332,1006,2,2,2,10.816,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
EC-14050,100,4,330.234,2014-12-17,82.5585,927,4,1,1,131.68,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
ED-13885,132,9,3341.112,2014-08-09,371.23466666666667,1057,3,3,4,143.808,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
EG-13900,92,7,1376.5159999999998,2015-11-02,196.64514285714284,607,4,2,3,455.504,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
EH-13765,160,30,8952.396,2014-04-12,298.4132,1176,3,5,5,1358.484,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
EH-13945,35,17,684.1709999999999,2014-07-02,40.24535294117647,1095,5,5,2,0,Yes,Potential Loyalists,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
EH-13990,223,8,825.9499999999999,2014-01-15,103.24374999999999,1263,2,2,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
EH-14005,27,6,717.428,2014-05-13,119.57133333333333,1145,5,2,2,502.10200000000003,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
EH-14125,10,17,3041.229,2014-10-19,178.89582352941176,986,5,5,4,41.424,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
EH-14185,183,7,903.34,2014-05-22,129.04857142857142,1136,3,2,2,20.544,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
EJ-13720,120,8,2162.174,2014-01-27,270.27175,1251,3,2,4,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
EJ-14155,48,6,2192.091,2014-03-03,365.3485,1216,4,2,4,464.6,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
EK-13795,560,3,1280.118,2014-03-18,426.70599999999996,1201,1,1,2,23.36,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
EL-13735,435,1,86.62,2016-04-22,86.62,435,1,1,1,37.66,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Furniture
EM-13810,484,6,2526.72,2015-06-07,421.12,755,1,2,4,40.29,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Furniture
EM-13825,60,9,739.15,2014-12-02,82.12777777777778,942,4,3,2,1600.448,No,Loyal Customers,Low Value,Highly Engaged,Low Value - Highly Engaged,Office Supplies
EM-13960,551,5,747.164,2015-10-01,149.4328,639,1,1,2,186.54,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Technology
EM-14065,27,5,217.78,2014-07-22,43.556,1075,5,1,1,11.21,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
EM-14095,236,9,975.922,2015-08-07,108.43577777777779,694,2,3,2,65.12,No,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
EM-14140,186,15,3616.356,2014-07-19,241.09040000000002,1078,3,5,5,972.08,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
EM-14200,97,3,68.706,2015-12-20,22.902,559,4,1,1,298.116,No,Needs Attention,Low Value,Occasional,Low Value - Occasional,Furniture
EN-13780,105,9,2199.366,2015-05-30,244.374,763,3,3,4,0,Yes,Needs Attention,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
EP-13915,120,18,4155.5428,2014-07-06,230.8634888888889,1091,3,5,5,1322.518,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Furniture
ER-13855,239,5,1245.788,2015-12-21,249.1576,558,2,1,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
ES-14020,385,4,389.106,2014-09-20,97.2765,1015,1,1,1,3121.352,No,Loyal Customers,Low Value,Inactive,Low Value - Inactive,Office Supplies
ES-14080,127,17,4391.392,2014-10-02,258.3171764705882,1003,3,5,5,266.532,No,Champions,High Value,Moderately Engaged,High Value - Moderately Engaged,Technology
FA-14230,223,15,1618.574,2014-09-19,107.90493333333333,1016,2,5,3,1365.48,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
FC-14245,117,9,3026.8379999999997,2015-06-13,336.31533333333334,749,3,3,4,391.904,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
FC-14335,2,10,3889.366,2014-10-10,388.9366,995,5,3,5,0,Yes,Potential Loyalists,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
FG-14260,957,4,746.12,2014-05-21,186.53,1137,1,1,2,637.024,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
FH-14275,49,14,1646.1760000000002,2014-04-06,117.584,1182,4,4,3,2610.096,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
FH-14350,30,14,2271.284,2015-08-23,162.23457142857143,678,5,4,4,0,Yes,Needs Attention,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
FH-14365,212,7,6506.072,2014-10-20,929.4388571428572,985,2,2,5,481.124,No,Champions,High Value,Inactive,High Value - Inactive,Technology
FM-14215,63,14,2274.688,2014-03-11,162.47771428571428,1208,4,4,4,181.95,No,Champions,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
FM-14290,190,7,1750.008,2014-08-26,250.00114285714287,1040,3,2,3,1986.19,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Technology
FM-14380,6,13,2443.274,2015-07-12,187.94415384615385,720,5,4,4,79.992,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
FO-14305,12,13,2634.086,2014-06-09,202.62199999999999,1118,5,4,4,44.352000000000004,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
FP-14320,187,12,3664.4900000000002,2014-12-07,305.37416666666667,937,3,4,5,382.256,No,Champions,High Value,Inactive,High Value - Inactive,Furniture
FW-14395,180,3,79.75,2015-03-22,26.583333333333332,832,3,1,1,0,Yes,At Risk,Low Value,Occasional,Low Value - Occasional,Technology
GA-14515,7,13,3819.906,2014-05-18,293.8389230769231,1140,5,4,5,99.87,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
GA-14725,111,13,894.13,2014-02-11,68.77923076923076,1236,3,4,2,504.252,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
GB-14530,91,19,1521.48,2014-04-28,80.07789473684211,1160,4,5,3,46.96,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Furniture
GB-14575,154,15,4171.908,2015-06-12,278.1272,750,3,5,5,544.38,No,Loyal Customers,High Value,Moderately Engaged,High Value - Moderately Engaged,Office Supplies
GD-14590,28,5,1884.214,2014-05-05,376.8428,1153,5,1,3,3.856,No,Potential Loyalists,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
GG-14650,69,16,1402.648,2014-10-31,87.6655,974,4,5,3,821.352,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
GH-14410,1,16,2219.482,2014-07-09,138.717625,1088,5,5,4,599.985,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Technology
GH-14425,568,9,4061.056,2014-06-17,451.22844444444445,1110,1,3,5,111.79,No,Potential Loyalists,High Value,Inactive,High Value - Inactive,Office Supplies
GH-14485,205,3,1361.2440000000001,2015-10-08,453.74800000000005,632,2,1,3,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
GH-14665,592,1,40.92,2015-11-17,40.92,592,1,1,1,106.02080000000001,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Furniture
GK-14620,188,13,6487.414,2014-06-25,499.0318461538462,1102,3,4,5,9.856,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
GM-14440,70,9,3376.9359999999997,2014-03-21,375.2151111111111,1198,4,3,5,205.88400000000001,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
GM-14455,438,6,1718.466,2014-04-11,286.411,1177,1,2,3,1360.1580000000001,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
GM-14500,370,10,879.7379999999999,2014-08-09,87.9738,1057,1,3,2,375.944,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
GM-14680,273,10,2878.052,2014-05-10,287.8052,1148,2,3,4,285.576,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
GM-14695,284,10,4727.6140000000005,2014-04-05,472.76140000000004,1183,2,3,5,1322.352,No,Potential Loyalists,High Value,Inactive,High Value - Inactive,Office Supplies
GP-14740,583,5,236.53,2014-04-06,47.306,1182,1,1,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
GR-14560,953,5,1284.38,2014-11-19,256.87600000000003,955,1,1,2,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Furniture
GT-14635,604,4,1183.792,2014-06-06,295.948,1121,1,1,2,8167.419999999999,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Technology
GT-14710,4,25,11721.776,2014-05-23,468.87104,1135,5,5,5,98.344,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
GT-14755,33,6,192.868,2015-02-18,32.144666666666666,864,5,2,1,33.568,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
GW-14605,253,7,1467.273,2014-03-01,209.61042857142857,1218,2,2,3,721.7460000000001,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
GZ-14470,56,11,3827.62,2014-08-05,347.9654545454546,1061,4,4,5,527.53,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Furniture
GZ-14545,21,3,442.32,2014-09-28,147.44,1007,5,1,1,2012.3020000000001,No,Needs Attention,Low Value,Occasional,Low Value - Occasional,Technology
HA-14905,284,6,1284.0439999999999,2014-06-30,214.00733333333332,1097,2,2,2,879.256,No,Potential Loyalists,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
HA-14920,261,15,2538.886,2014-10-11,169.25906666666666,994,2,5,4,45.272,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
HD-14785,587,7,251.36,2014-05-11,35.90857142857143,1147,1,2,1,0,Yes,At Risk,Low Value,Inactive,Low Value - Inactive,Office Supplies
HE-14800,208,4,284.582,2016-01-30,71.1455,518,2,1,1,598.95,No,Potential Loyalists,Low Value,Inactive,Low Value - Inactive,Office Supplies
HF-14995,216,17,2489.314,2014-05-26,146.43023529411764,1132,2,5,4,43.85,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Furniture
HG-14845,103,5,403.08000000000004,2014-04-29,80.616,1159,3,1,1,382.548,No,Needs Attention,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Office Supplies
HG-14965,92,14,1092.58,2014-09-20,78.04142857142857,1015,4,4,2,2155.062,No,Champions,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Office Supplies
HG-15025,19,8,3382.1440000000002,2014-10-14,422.76800000000003,991,5,3,5,308.14,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
HH-15010,1037,2,123.28,2014-08-29,61.64,1037,1,1,1,95.388,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
HJ-14875,218,5,304.38,2015-04-13,60.876,810,2,1,1,53.72,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
HK-14890,28,14,4822.888,2014-06-10,344.492,1117,5,4,5,54.896,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Technology
HL-15040,271,9,2350.748,2014-01-20,261.1942222222222,1258,2,3,4,10522.55,No,Loyal Customers,Medium Value,Inactive,Medium Value - Inactive,Technology
HM-14860,78,13,7752.7828,2014-07-21,596.3679076923078,1076,4,4,5,483.982,No,Champions,High Value,Highly Engaged,High Value - Highly Engaged,Technology
HM-14980,65,7,736.276,2015-10-02,105.18228571428571,638,4,2,2,0,Yes,At Risk,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Technology
HP-14815,159,8,678.942,2014-05-06,84.86775,1152,3,3,2,1311.372,No,Loyal Customers,Low Value,Moderately Engaged,Low Value - Moderately Engaged,Furniture
HR-14770,85,12,1287.48,2014-03-01,107.29,1218,4,4,2,11.808,No,Potential Loyalists,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Furniture
HR-14830,99,13,2848.827,2014-11-24,219.14053846153845,950,4,4,4,2399.96,No,Loyal Customers,Medium Value,Moderately Engaged,Medium Value - Moderately Engaged,Technology
HW-14935,30,15,6110.348,2015-09-27,407.35653333333335,643,5,5,5,3189.906,No,Loyal Customers,High Value,Highly Engaged,High Value - Highly Engaged,Office Supplies
HZ-14950,33,2,87.304,2016-03-14,43.652,474,5,1,1,799.216,No,Potential Loyalists,Low Value,Occasional,Low Value - Occasional,Furniture
IG-15085,379,4,545.404,2014-10-18,136.351,987,1,1,1,199.17,No,Needs Attention,Low Value,Inactive,Low Value - Inactive,Office Supplies
IL-15100,300,11,3394.866,2014-08-01,308.6241818181818,1065,2,4,5,1645.87,No,Loyal Customers,High Value,Inactive,High Value - Inactive,Technology
IM-15055,227,4,2872.63,2014-01-23,718.1575,1255,2,1,4,0,Yes,Needs Attention,Medium Value,Inactive,Medium Value - Inactive,Technology
IM-15070,208,21,4930.474,2014-12-19,234.7844761904762,925,2,5,5,0,Yes,Loyal Customers,High Value,Inactive,High Value - Inactive,Furniture
JA-15970,47,18,1505.241,2014-09-17,83.6245,1018,4,5,3,4985.785,No,Loyal Customers,Medium Value,Highly Engaged,Medium Value - Highly Engaged,Office Supplies
JB-15400,343,10,937.207,2014-09-14,93.72070000000001,1021,1,3,2,854.398,No,Champions,Medium Value,Inactive,Medium Value - Inactive,Office Supplies
JB-15925,555,8,900.552,2014-12-05,112.569,939,1,3,2,0,Yes,At Risk,Medium Value,Inactive,Medium Value - Inactive,Technology
JB-16000,110,3,222.76600000000002,2016-01-10,74.25533333333334,538,3,1,1,421.3528,No,Potential Loyalists,Low Value,Occasional,Low Value - Occasional,Furniture
